Date,Open,High,Low,Close,Volume
2023-02-27 00:00:00-05:00,251.37709718854634,251.73555360148166,248.32025844582878,249.0869598388672,21190000
2023-02-28 00:00:00-05:00,248.00163859085316,250.41125634343973,247.66308545062427,248.35012817382812,22491000
2023-03-01 00:00:00-05:00,249.6843688949643,249.853637863126,244.7356863084976,245.21363830566406,27565300
2023-03-02 00:00:00-05:00,245.4924449067283,250.32163207164277,244.55647453681243,250.0328826904297,24808200
2023-03-03 00:00:00-05:00,251.10825261913612,254.52353260237803,250.3116811195837,254.1949462890625,30760100
2023-03-06 00:00:00-05:00,255.33005812924978,259.0042326204239,254.8819914044734,255.76817321777344,24109800
2023-03-07 00:00:00-05:00,255.20060131290649,256.5846535603125,252.30309516499045,253.05982971191406,21473200
2023-03-08 00:00:00-05:00,252.95029330080376,253.44814855979027,249.73415258188513,252.61175537109375,17340200
2023-03-09 00:00:00-05:00,254.72268845402786,258.44663630805337,250.50087011552003,251.23770141601562,26653400
2023-03-10 00:00:00-05:00,250.0030063763461,251.70566290625584,246.5379379212048,247.523681640625,28333900
2023-03-13 00:00:00-04:00,246.3387886429749,256.8037164447645,244.67595381628487,252.83082580566406,33339700
2023-03-14 00:00:00-04:00,255.64867717379082,259.9501539325741,254.7624954146901,259.6713562011719,33620300
2023-03-15 00:00:00-04:00,258.86482090220704,265.336939006521,258.098104386995,264.3013916015625,46028000
2023-03-16 00:00:00-04:00,264.07240877440205,275.3737305493293,262.1506945432969,275.0152893066406,54768800
2023-03-17 00:00:00-04:00,277.066450371234,282.1146801850099,275.13476931291484,278.2314147949219,69527400
2023-03-20 00:00:00-04:00,275.791911357041,276.2897666181029,268.6924904724308,271.0622863769531,43466600
2023-03-21 00:00:00-04:00,273.7009089727119,273.8203893716609,268.3638848551615,272.6056213378906,34558700
2023-03-22 00:00:00-04:00,272.22726394275713,279.83450728824965,271.01249583107756,271.1220397949219,34873300
2023-03-23 00:00:00-04:00,276.74779187833235,279.85440392326404,274.019554703148,276.468994140625,36610900
2023-03-24 00:00:00-04:00,276.0507829675344,279.426256315306,274.0991987991517,279.36651611328125,28172000
2023-03-27 00:00:00-04:00,279.29681115716807,280.2526847833408,274.3381616455491,275.1944885253906,26840200
2023-03-28 00:00:00-04:00,274.6070339797959,274.9555387659858,270.88305568509475,274.0494384765625,21878600
2023-03-29 00:00:00-04:00,277.7633931849017,279.934065173565,277.215764563362,279.3067626953125,25087000
2023-03-30 00:00:00-04:00,283.010824481681,283.2398184638779,280.27262043129286,282.8315734863281,25053400
2023-03-31 00:00:00-04:00,282.5129801334906,288.02919499189824,281.7861004545987,287.0633544921875,32766000
2023-04-03 00:00:00-04:00,285.2909789456807,287.033472427108,282.73202589825746,285.9979553222656,24883300
2023-04-04 00:00:00-04:00,285.99795439464975,289.2041436055439,284.4446483557495,285.9481506347656,25824300
2023-04-05 00:00:00-04:00,284.6238634470982,285.9182749922036,281.7064388627147,283.1203308105469,22064800
2023-04-06 00:00:00-04:00,281.99515661369895,290.8271037119735,280.82022553976213,290.34918212890625,29770300
2023-04-10 00:00:00-04:00,287.969430653357,288.35777234131854,283.4887333184539,288.148681640625,23103000
2023-04-11 00:00:00-04:00,284.5243096696477,284.75333405145506,280.43195360698564,281.6168212890625,27276600
2023-04-12 00:00:00-04:00,283.5684288217448,285.77890755782676,280.7505508217198,282.27398681640625,27403400
2023-04-13 00:00:00-04:00,282.37354981627135,288.6564809244236,281.9553684038999,288.59674072265625,24222700
2023-04-14 00:00:00-04:00,285.7689246516406,287.24258718835,282.4731251989615,284.9126281738281,20987900
2023-04-17 00:00:00-04:00,288.6863455003493,290.34919544884804,284.9325277566623,287.5611877441406,23836200
2023-04-18 00:00:00-04:00,290.31934266847196,290.5085301106259,285.77890483012914,287.133056640625,20161800
2023-04-19 00:00:00-04:00,284.7632377971413,287.8101095136038,283.31947579590184,287.21270751953125,17150300
2023-04-20 00:00:00-04:00,284.0264244897097,287.79020902208185,283.8571403319722,284.8827209472656,23244400
2023-04-21 00:00:00-04:00,283.78748828902576,285.0420629841165,281.84584046121296,284.5342712402344,21676400
2023-04-24 00:00:00-04:00,280.8800055412563,283.72775371950104,277.5244656090432,280.5613708496094,26611000
2023-04-25 00:00:00-04:00,278.31110047502324,280.3921321392375,274.1888436951837,274.2386474609375,45772200
2023-04-26 00:00:00-04:00,295.4273394235426,298.2850239086974,291.4743672297897,294.10302734375,64599200
2023-04-27 00:00:00-04:00,294.7004496245593,303.8908688443848,293.9835368205714,303.5224304199219,46462600
2023-04-28 00:00:00-04:00,302.70598768564764,307.6048667961201,302.0089781145326,305.9420471191406,36446700
2023-05-01 00:00:00-04:00,305.65328420618175,307.2762973466272,303.84108362073493,304.24932861328125,21294100
2023-05-02 00:00:00-04:00,306.4398708023574,307.8537626847408,302.60637933006353,304.0999450683594,26404400
2023-05-03 00:00:00-04:00,305.30477805478426,307.28623241690065,302.7856314626095,303.09429931640625,22360800
2023-05-04 00:00:00-04:00,304.9263714067471,306.4398708023574,302.09855725530764,304.0999450683594,22519900
2023-05-05 00:00:00-04:00,304.40865871019247,310.6318502231521,302.96486612451486,309.3175048828125,28181200
2023-05-08 00:00:00-04:00,308.7997123321143,308.86941936219694,304.7770332722066,307.3260498046875,21318600
2023-05-09 00:00:00-04:00,306.6788465270002,308.71010453824,304.99609328233043,305.6831359863281,21340800
2023-05-10 00:00:00-04:00,307.2961929767788,311.6574101597319,306.35028616197326,310.9703674316406,30078000
2023-05-11 00:00:00-04:00,308.76984871365386,309.78546253900777,304.9463238346647,308.77978515625,31680200
2023-05-12 00:00:00-04:00,309.2179237796514,309.3175009199185,305.28488502585634,307.64471435546875,19758100
2023-05-15 00:00:00-04:00,307.7741576406142,308.57071397915166,306.2706248859474,308.1325988769531,16336500
2023-05-16 00:00:00-04:00,308.50099068993256,312.3643525403203,308.50099068993256,310.4028015136719,26730300
2023-05-17 00:00:00-04:00,311.6302301486313,313.7656931124367,310.08348657812473,313.33660888671875,24315000
2023-05-18 00:00:00-04:00,313.86548539076944,318.36596677473517,313.057199129109,317.8470458984375,27276000
2023-05-19 00:00:00-04:00,316.0707937634649,318.076556855215,315.7015803581998,317.66741943359375,27529500
2023-05-22 00:00:00-04:00,317.9268985026154,321.90845906749007,317.3381486525212,320.5014343261719,24115700
2023-05-23 00:00:00-04:00,319.3538441572908,322.0381632015439,314.5839444883277,314.59393310546875,30797200
2023-05-24 00:00:00-04:00,314.06506582037065,315.83131529349237,311.9495192652871,313.1869201660156,23384900
2023-05-25 00:00:00-04:00,322.55705391204,326.2093247764874,319.3239090776214,325.2314147949219,43301700
2023-05-26 00:00:00-04:00,323.33542091436175,332.6956083404374,323.19573253275746,332.18670654296875,36630600
2023-05-30 00:00:00-04:00,334.52174957320267,335.03065135619255,329.8216787585838,330.5102233886719,29503100
2023-05-31 00:00:00-04:00,331.5879515619021,335.23023381001576,326.6384090438557,327.6961975097656,45950600
2023-06-01 00:00:00-04:00,325.241375391409,332.8253243793421,324.0339403780473,331.8773193359375,26773900
2023-06-02 00:00:00-04:00,333.5438114918064,336.78694503660336,331.84739099482573,334.6913757324219,25864000
2023-06-05 00:00:00-04:00,334.51177506755585,337.8447149268673,333.9529606272583,335.2302551269531,21307100
2023-06-06 00:00:00-04:00,334.6215139547864,334.66143797115524,331.46821708298506,332.9750061035156,20396200
2023-06-07 00:00:00-04:00,330.9492937735992,333.78328985272435,321.81863170876164,322.69677734375,40717100
2023-06-08 00:00:00-04:00,323.2555964697175,325.94990421152613,322.6668466497434,324.57281494140625,23277700
2023-06-09 00:00:00-04:00,324.30336355812733,329.29279974544266,323.72460235976354,326.0995788574219,22514900
2023-06-12 00:00:00-04:00,327.88578441434953,331.3983670801349,324.4730270188725,331.1488952636719,24260300
2023-06-13 00:00:00-04:00,333.76335263219465,336.2680593964995,329.6919860161042,333.583740234375,22951300
2023-06-14 00:00:00-04:00,333.6336270011477,338.3237093626871,332.10686069249385,336.6272888183594,26003800
2023-06-15 00:00:00-04:00,336.7670051079677,349.1008770841443,336.48759789193105,347.36456298828125,38899100
2023-06-16 00:00:00-04:00,350.5777468219982,350.72742381496835,341.2275484062125,341.6067199707031,46533600
2023-06-20 00:00:00-04:00,338.59313263768996,341.35726945729306,335.15040931912563,337.3357849121094,26375400
2023-06-21 00:00:00-04:00,335.65931574908313,337.01645818946224,331.3684129299585,332.8552551269531,25117800
2023-06-22 00:00:00-04:00,333.41409281699464,339.40141649153355,332.6357419574287,338.9922790527344,23556800
2023-06-23 00:00:00-04:00,333.65355508938256,337.2459551593805,332.7455045211022,334.3121643066406,23084700
2023-06-26 00:00:00-04:00,333.01493964849345,335.3998743787694,327.7959782838698,327.90576171875,21520600
2023-06-27 00:00:00-04:00,331.15886268738234,335.4398077044517,328.604273651623,333.8631591796875,24354100
2023-06-28 00:00:00-04:00,333.9529536205381,337.26594662786533,333.10474336009975,335.14044189453125,20259500
2023-06-29 00:00:00-04:00,334.0028240491651,335.3998600714379,331.9172434064326,334.34210205078125,16997000
2023-06-30 00:00:00-04:00,337.0364122220863,342.0059015948727,336.48758642635534,339.8205261230469,26823800
2023-07-03 00:00:00-04:00,338.473386331844,340.17976504062915,335.8589265508823,337.2759094238281,12508700
2023-07-05 00:00:00-04:00,334.38204475427784,340.9281828700029,334.0228199512321,337.4355773925781,18172400
2023-07-06 00:00:00-04:00,336.587366997466,342.265348050752,334.7911820766566,340.5489807128906,28161200
2023-07-07 00:00:00-04:00,338.60310714607516,341.06788985835874,336.288001429861,336.5075378417969,21185300
2023-07-10 00:00:00-04:00,333.8930733680739,334.521747195695,326.8978741382788,331.12890625,32791400
2023-07-11 00:00:00-04:00,330.3605534358315,332.15673832028784,326.3091336016736,331.767578125,26698200
2023-07-12 00:00:00-04:00,335.88884092916754,340.92815915771524,334.9608131327429,336.4875793457031,29995300
2023-07-13 00:00:00-04:00,338.8425787135145,343.01373994407413,338.303711093052,341.93603515625,20567200
2023-07-14 00:00:00-04:00,346.85563076281653,350.6875142057773,343.5825617519686,344.5105895996094,28302200
2023-07-17 00:00:00-04:00,344.9496601191329,346.2568899911771,341.4770319504485,344.99957275390625,20363900
2023-07-18 00:00:00-04:00,345.0993256028976,366.00507514670755,341.44708515833304,358.73046875,64872700
2023-07-19 00:00:00-04:00,360.985725051634,361.69421649653196,351.69539687217883,354.3298034667969,39732900
2023-07-20 00:00:00-04:00,352.82300276124084,357.21370057646925,344.6403151190998,346.13714599609375,33778400
2023-07-21 00:00:00-04:00,348.41233964034046,349.55990392804034,339.1120228307721,343.043701171875,69368900
2023-07-24 00:00:00-04:00,345.1193166591419,346.18706334133833,341.5867872144979,344.380859375,26678100
2023-07-25 00:00:00-04:00,346.3766152674607,351.14654537204683,344.3409472828141,350.23846435546875,41637700
2023-07-26 00:00:00-04:00,340.71862557906644,343.94181236443984,332.4062077205621,337.0563659667969,58383700
2023-07-27 00:00:00-04:00,339.7606600042334,340.6088397996611,328.35478565410773,330.0212707519531,39635300
2023-07-28 00:00:00-04:00,332.96503871749144,339.29163997371046,332.46609511255525,337.65509033203125,28484900
2023-07-31 00:00:00-04:00,336.20818387553516,336.9865347082582,332.65567726763555,335.2102966308594,25446000
2023-08-01 00:00:00-04:00,334.48183028259035,337.82475866589624,332.9949880227767,335.62939453125,18311900
2023-08-02 00:00:00-04:00,332.9251286769528,332.9251286769528,325.67046886667725,326.8080749511719,27761300
2023-08-03 00:00:00-04:00,325.3112394017374,329.1830467554568,325.26135722110666,325.9698486328125,18253700
2023-08-04 00:00:00-04:00,331.1788378660784,334.4319601684991,326.54862623433604,327.0874938964844,23727700
2023-08-07 00:00:00-04:00,327.67622259778125,330.4104238442575,326.8280123674718,329.41253662109375,17741500
2023-08-08 00:00:00-04:00,326.269195522624,328.05542216561844,322.3175706752692,325.3611145019531,22327600
2023-08-09 00:00:00-04:00,325.7802571185631,326.4188891335219,320.37169473466525,321.5492248535156,22373300
2023-08-10 00:00:00-04:00,325.3311790230579,327.56646709381016,320.5014085545754,322.2477111816406,20113700
2023-08-11 00:00:00-04:00,319.58337169233727,321.7288231305585,318.5355718366236,320.331787109375,24342600
2023-08-14 00:00:00-04:00,320.71101247276437,323.3753544976337,319.4037520989895,323.35540771484375,18836100
2023-08-15 00:00:00-04:00,322.3175681928427,324.40314880324786,320.22199896536506,321.1799621582031,16966300
2023-08-16 00:00:00-04:00,320.79998779296875,324.4200134277344,319.79998779296875,320.3999938964844,20698900
2023-08-17 00:00:00-04:00,320.5400085449219,321.8699951171875,316.2099914550781,316.8800048828125,21257200
2023-08-18 00:00:00-04:00,314.489990234375,318.3800048828125,311.54998779296875,316.4800109863281,24744800
2023-08-21 00:00:00-04:00,317.92999267578125,322.7699890136719,317.0400085449219,321.8800048828125,24040000
2023-08-22 00:00:00-04:00,325.5,326.0799865722656,321.4599914550781,322.4599914550781,16102000
2023-08-23 00:00:00-04:00,323.82000732421875,329.20001220703125,323.4599914550781,327.0,21166400
2023-08-24 00:00:00-04:00,332.8500061035156,332.9800109863281,319.9599914550781,319.9700012207031,23281400
2023-08-25 00:00:00-04:00,321.4700012207031,325.3599853515625,318.79998779296875,322.9800109863281,21684100
2023-08-28 00:00:00-04:00,325.6600036621094,326.1499938964844,321.7200012207031,323.70001220703125,14808500
2023-08-29 00:00:00-04:00,321.8800048828125,328.9800109863281,321.8800048828125,328.4100036621094,19284600
2023-08-30 00:00:00-04:00,328.6700134277344,329.80999755859375,326.45001220703125,328.7900085449219,15222100
2023-08-31 00:00:00-04:00,329.20001220703125,330.9100036621094,326.7799987792969,327.760009765625,26411000
2023-09-01 00:00:00-04:00,331.30999755859375,331.989990234375,326.7799987792969,328.6600036621094,14931200
2023-09-05 00:00:00-04:00,329.0,334.8500061035156,328.6600036621094,333.54998779296875,18553900
2023-09-06 00:00:00-04:00,333.3800048828125,334.4599914550781,330.17999267578125,332.8800048828125,17535800
2023-09-07 00:00:00-04:00,331.2900085449219,333.0799865722656,329.0299987792969,329.9100036621094,18381000
2023-09-08 00:00:00-04:00,330.0899963378906,336.1600036621094,329.4599914550781,334.2699890136719,19530100
2023-09-11 00:00:00-04:00,337.239990234375,338.4200134277344,335.42999267578125,337.94000244140625,16583300
2023-09-12 00:00:00-04:00,335.82000732421875,336.7900085449219,331.4800109863281,331.7699890136719,17565500
2023-09-13 00:00:00-04:00,331.30999755859375,336.8500061035156,331.1700134277344,336.05999755859375,16544400
2023-09-14 00:00:00-04:00,339.1499938964844,340.8599853515625,336.57000732421875,338.70001220703125,20267000
2023-09-15 00:00:00-04:00,336.9200134277344,337.3999938964844,329.6499938964844,330.2200012207031,37666900
2023-09-18 00:00:00-04:00,327.79998779296875,330.3999938964844,326.3599853515625,329.05999755859375,16834200
2023-09-19 00:00:00-04:00,326.1700134277344,329.3900146484375,324.510009765625,328.6499938964844,16505900
2023-09-20 00:00:00-04:00,329.510009765625,329.5899963378906,320.510009765625,320.7699890136719,21436500
2023-09-21 00:00:00-04:00,319.260009765625,325.3500061035156,315.0,319.5299987792969,35529500
2023-09-22 00:00:00-04:00,321.32000732421875,321.45001220703125,316.1499938964844,317.010009765625,21447900
2023-09-25 00:00:00-04:00,316.5899963378906,317.6700134277344,315.0,317.5400085449219,17836000
2023-09-26 00:00:00-04:00,315.1300048828125,315.8800048828125,310.0199890136719,312.1400146484375,26297600
2023-09-27 00:00:00-04:00,312.29998779296875,314.29998779296875,309.69000244140625,312.7900085449219,19410100
2023-09-28 00:00:00-04:00,310.989990234375,315.4800109863281,309.45001220703125,313.6400146484375,19683600
2023-09-29 00:00:00-04:00,317.75,319.4700012207031,314.9800109863281,315.75,24140300
2023-10-02 00:00:00-04:00,316.2799987792969,321.8900146484375,315.17999267578125,321.79998779296875,20570000
2023-10-03 00:00:00-04:00,320.8299865722656,321.3900146484375,311.2099914550781,313.3900146484375,21033500
2023-10-04 00:00:00-04:00,314.0299987792969,320.0400085449219,314.0,318.9599914550781,20720100
2023-10-05 00:00:00-04:00,319.0899963378906,319.9800109863281,314.8999938964844,319.3599853515625,16965600
2023-10-06 00:00:00-04:00,316.54998779296875,329.19000244140625,316.29998779296875,327.260009765625,25645500
2023-10-09 00:00:00-04:00,324.75,330.29998779296875,323.17999267578125,329.82000732421875,19891200
2023-10-10 00:00:00-04:00,330.9599914550781,331.1000061035156,327.6700134277344,328.3900146484375,20557100
2023-10-11 00:00:00-04:00,331.2099914550781,332.82000732421875,329.1400146484375,332.4200134277344,20063200
2023-10-12 00:00:00-04:00,330.57000732421875,333.6300048828125,328.7200012207031,331.1600036621094,19313100
2023-10-13 00:00:00-04:00,332.3800048828125,333.8299865722656,326.3599853515625,327.7300109863281,21072400
2023-10-16 00:00:00-04:00,331.04998779296875,336.1400146484375,330.6000061035156,332.6400146484375,22158000
2023-10-17 00:00:00-04:00,329.5899963378906,333.4599914550781,327.4100036621094,332.05999755859375,18338500
2023-10-18 00:00:00-04:00,332.489990234375,335.5899963378906,328.29998779296875,330.1099853515625,23153600
2023-10-19 00:00:00-04:00,332.1499938964844,336.8800048828125,330.9100036621094,331.32000732421875,25052100
2023-10-20 00:00:00-04:00,331.7200012207031,331.9200134277344,325.45001220703125,326.6700134277344,25012600
2023-10-23 00:00:00-04:00,325.4700012207031,332.7300109863281,324.3900146484375,329.32000732421875,24374700
2023-10-24 00:00:00-04:00,331.29998779296875,331.8399963378906,327.6000061035156,330.5299987792969,31153600
2023-10-25 00:00:00-04:00,345.0199890136719,346.20001220703125,337.6199951171875,340.6700134277344,55053800
2023-10-26 00:00:00-04:00,340.5400085449219,341.6300048828125,326.94000244140625,327.8900146484375,37828500
2023-10-27 00:00:00-04:00,330.42999267578125,336.7200012207031,328.3999938964844,329.80999755859375,29856500
2023-10-30 00:00:00-04:00,333.4100036621094,339.45001220703125,331.8299865722656,337.30999755859375,22828100
2023-10-31 00:00:00-04:00,338.8500061035156,339.0,334.69000244140625,338.1099853515625,20265300
2023-11-01 00:00:00-04:00,339.7900085449219,347.4200134277344,339.6499938964844,346.07000732421875,28158800
2023-11-02 00:00:00-04:00,347.239990234375,348.8299865722656,344.7699890136719,348.32000732421875,24348100
2023-11-03 00:00:00-04:00,349.6300048828125,354.3900146484375,347.3299865722656,352.79998779296875,23624000
2023-11-06 00:00:00-05:00,353.45001220703125,357.5400085449219,353.3500061035156,356.5299987792969,23828300
2023-11-07 00:00:00-05:00,359.3999938964844,362.4599914550781,357.6300048828125,360.5299987792969,25833900
